resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
1764,89,3,2,3,7,4,4,4,12,57,67:42.258,4062196,49,15,1:13.381,201.11934172196374,1
1765,89,11,6,11,15,5,5,5,10,56,82:19.446,4939744,24,3,1:13.413,208.38778083058,1
1766,89,17,9,17,3,6,6,6,8,54,59:27.280,3567516,40,11,1:07.967,176.83201946197522,1
1767,89,18,9,18,18,7,7,7,6,56,82:45.164,4965849,48,6,1:24.887,204.53184252355996,1
1768,89,6,3,6,1,8,8,8,4,64,75:51.672,4551088,12,15,1:14.360,209.4364874537073,1
1769,89,4,2,4,4,9,9,9,2,69,72:09.895,4329273,15,1,1:15.923,238.03826297325003,1
1770,89,19,10,19,17,10,10,10,1,58,75:16.987,4516101,16,14,1:15.667,212.13650224882676,1
1771,89,16,8,16,12,11,11,11,0,54,76:29.964,4589402,23,6,1:15.902,218.58738070998604,1
1772,89,12,6,12,13,12,12,12,0,58,75:40.954,4540531,25,4,1:18.481,184.5498278721568,1
1773,89,8,4,8,10,13,13,13,0,65,73:52.091,4432939,28,8,1:23.389,210.58207923345893,1
1774,89,13,7,13,9,14,14,14,0,52,71:06.873,4266137,56,20,1:19.916,206.86727802593282,1
1775,89,20,10,20,3,15,15,15,0,67,79:30.164,4770503,22,1,1:26.816,204.8830892285575,1
1776,89,7,4,7,12,16,16,16,0,57,90:11.743,5411686,56,11,1:18.403,199.07676112060057,1
1777,89,14,7,14,7,17,17,17,0,55,83:38.660,5018103,45,8,1:19.821,169.3603025948066,1
1778,89,15,8,15,2,18,18,18,0,60,80:40.815,4840655,51,15,1:18.346,192.48184995655006,1
1779,89,9,5,9,13,19,19,19,0,50,71:35.061,4295164,21,17,1:12.599,195.91501375841378,1
1780,89,10,5,10,13,20,20,20,0,66,84:57.992,5097189,55,4,1:19.760,207.36419771549365,1
1781,90,1,1,1,10,1,1,1,25,58,73:31.531,4411631,46,3,1:24.164,181.55351887464528,1
1782,90,2,1,2,11,2,2,2,18,65,91:50.283,5510403,15,11,1:23.937,214.99068764528784,1
1783,90,4,2,4,7,3,3,3,15,67,82:05.160,4925523,56,2,1:16.510,194.8158291607047,1
1784,90,12,6,12,11,4,4,4,12,51,70:18.660,4218485,22,1,1:08.953,206.93920593768962,1
1785,90,8,4,8,20,5,5,5,10,61,68:41.679,4121124,18,18,1:14.795,183.956821805709,1
1786,90,5,3,5,9,6,6,6,8,52,89:51.720,5391304,34,17,1:24.354,200.68551665314985,1
1787,90,6,3,6,15,7,7,7,6,50,96:17.380,5777261,19,8,1:26.361,188.31180450623523,1
1788,90,9,5,9,8,8,8,8,4,68,86:48.128,5208204,57,15,1:22.083,153.7767231064954,1
1789,90,3,2,3,11,9,9,9,2,55,66:10.707,3970368,48,19,1:13.870,229.1777077726494,1
1790,90,16,8,16,1,10,10,10,1,51,87:11.209,5231734,45,13,1:24.224,212.4329972373614,1
1791,90,14,7,14,9,11,11,11,0,66,72:58.212,4378258,32,20,1:22.379,221.7666016543781,1
1792,90,18,9,18,7,12,12,12,0,53,83:30.811,5010138,42,17,1:18.959,185.48355140797386,1
1793,90,10,5,10,10,13,13,13,0,68,84:11.626,5051878,24,17,1:27.614,203.74137875953198,1
1794,90,15,8,15,16,14,14,14,0,58,71:07.032,4267198,44,8,1:16.049,157.725912201187,1
1795,90,19,10,19,6,15,15,15,0,60,86:55.452,5215458,53,1,1:15.914,207.6067518289353,1
1796,90,17,9,17,11,16,16,16,0,60,75:53.713,4553036,43,20,1:27.964,167.21424524707857,1
1797,90,11,6,11,13,17,17,17,0,64,82:23.351,4943940,43,12,1:26.983,212.60186316263008,1
1798,90,20,10,20,1,18,18,18,0,57,89:37.169,5377183,22,5,1:19.296,200.07528350666678,1
1799,90,13,7,13,14,19,19,19,0,52,73:44.092,4424992,57,20,1:13.093,206.11402381499553,1
1800,90,7,4,7,20,20,20,20,0,60,88:23.280,5303986,33,2,1:20.666,221.20307829491503,1
1801,91,4,2,4,6,1,1,1,25,69,75:30.350,4530382,12,8,1:18.450,159.69556189135247,1
1802,91,6,3,6,16,2,2,2,18,65,77:27.567,4647972,53,13,1:26.643,186.3267916215375,1
1803,91,2,1,2,5,3,3,3,15,68,79:35.424,4775221,38,8,1:28.818,248.2328038357714,1
1804,91,1,1,1,18,4,4,4,12,69,84:16.900,5056744,27,8,1:21.768,236.29310684546925,1
1805,91,3,2,3,19,5,5,5,10,65,63:04.829,3784318,27,2,1:14.763,194.3995153415646,1
1806,91,7,4,7,9,6,6,6,8,57,70:58.349,4258719,30,9,1:17.747,223.04074638929885,1
1807,91,12,6,12,7,7,7,7,6,67,63:34.252,3814573,29,5,1:11.273,225.86474104699215,1
1808,91,5,3,5,15,8,8,8,4,63,75:15.320,4515495,30,8,1:26.966,208.15454646611676,1
1809,91,10,5,10,4,9,9,9,2,54,72:04.084,4324101,22,9,1:18.684,186.43443208388135,1
1810,91,16,8,16,12,10,10,10,1,51,94:23.957,5663265,28,16,1:27.471,183.73115887989087,1
1811,91,8,4,8,17,11,11,11,0,66,72:37.176,4357194,12,13,1:19.875,218.3334742369437,1
1812,91,11,6,11,14,12,12,12,0,56,90:33.708,5433272,23,18,1:27.579,190.5702833443912,1
1813,91,18,9,18,13,13,13,13,0,53,72:04.290,4324196,17,20,1:21.807,199.20715844210173,1
1814,91,14,7,14,6,14,14,14,0,59,72:49.995,4369530,18,16,1:19.486,185.70767482195012,1
1815,91,17,9,17,12,15,15,15,0,64,82:14.512,4934575,24,15,1:13.986,223.92267434182213,1
1816,91,13,7,13,5,16,16,16,0,50,71:36.352,4296448,56,8,1:16.906,209.98212883959846,1
1817,91,20,10,20,19,17,17,17,0,61,90:26.949,5426932,28,4,1:27.795,206.79809859331442,1
1818,91,9,5,9,3,18,18,18,0,69,85:01.976,5101173,21,18,1:23.867,163.79913754943965,1
1819,91,19,10,19,19,19,19,19,0,62,77:49.734,4669859,15,7,1:20.507,187.46999567913346,1
1820,91,15,8,15,12,20,20,20,0,62,85:23.817,5123785,38,7,1:15.568,191.8875039664383,1
1821,92,4,2,4,2,1,1,1,25,56,81:49.009,4909523,19,20,1:17.256,181.1049429598222,1
1822,92,1,1,1,6,2,2,2,18,50,65:03.578,3903111,45,13,1:16.034,200.34527758518215,1
1823,92,2,1,2,10,3,3,3,15,56,65:55.496,3955191,16,19,1:09.936,183.6620782364372,1
1824,92,11,6,11,6,4,4,4,12,59,84:14.108,5054095,40,2,1:14.009,209.88995063560643,1
1825,92,19,10,19,2,5,5,5,10,56,70:50.049,4250095,26,11,1:20.820,220.06749410512518,1
1826,92,3,2,3,1,6,6,6,8,69,80:19.317,4819935,34,12,1:19.890,181.46084068679755,1
1827,92,20,10,20,14,7,7,7,6,61,69:51.876,4191215,54,17,1:17.471,187.66926145743489,1
1828,92,6,3,6,2,8,8,8,4,53,85:32.083,5132934,21,3,1:24.293,167.36258833734036,1
1829,92,5,3,5,7,9,9,9,2,51,70:06.114,4206339,11,13,1:10.215,175.8982166727249,1
1830,92,15,8,15,9,10,10,10,1,58,86:50.380,5210231,23,13,1:26.984,197.19426983303634,1
1831,92,16,8,16,8,11,11,11,0,68,69:13.172,4153772,48,13,1:23.793,221.14447483537234,1
1832,92,8,4,8,13,12,12,12,0,62,70:04.760,4204735,22,1,1:20.764,188.23276871386443,1
1833,92,10,5,10,9,13,13,13,0,62,87:41.831,5261778,22,5,1:19.397,241.44602242853506,1
1834,92,12,6,12,7,14,14,14,0,66,88:20.611,5300445,51,10,1:24.814,219.42586958805418,1
1835,92,17,9,17,7,15,15,15,0,61,79:52.243,4792008,47,3,1:28.873,219.15853730672475,1
1836,92,9,5,9,13,16,16,16,0,68,69:41.292,4181981,27,1,1:18.244,200.5860405623556,1
1837,92,13,7,13,19,17,17,17,0,65,96:52.128,5812402,40,20,1:29.243,207.02670702131613,1
1838,92,7,4,7,17,18,18,18,0,61,88:26.154,5306073,33,20,1:21.927,227.22074721865613,1
1839,92,18,9,18,2,19,19,19,0,53,98:48.858,5928098,34,4,1:25.891,169.11090181832893,1
1840,92,14,7,14,6,20,20,20,0,66,75:55.185,4555665,54,8,1:22.223,190.33032183192367,1
1841,93,4,2,4,6,1,1,1,25,60,89:59.735,5399950,36,20,1:24.592,197.1227145221716,1
1842,93,11,6,11,3,2,2,2,18,63,92:17.257,5537994,38,18,1:29.036,194.1476496924045,1
1843,93,2,1,2,12,3,3,3,15,62,89:24.287,5364195,27,13,1:25.899,185.40425025022947,1
1844,93,5,3,5,18,4,4,4,12,57,73:07.781,4387874,43,8,1:21.975,243.85579364528746,1
1845,93,6,3,6,7,5,5,5,10,53,66:04.392,3964984,26,17,1:14.190,229.53487341576582,1
1846,93,1,1,1,15,6,6,6,8,67,81:42.042,4902705,13,20,1:14.202,214.9171089229423,1
1847,93,17,9,17,1,7,7,7,6,64,65:24.117,3924102,45,20,1:18.800,178.30557799167542,1
1848,93,7,4,7,10,8,8,8,4,50,88:40.759,5320864,12,14,1:23.462,194.17957053829412,1
1849,93,15,8,15,12,9,9,9,2,68,80:35.719,4835602,17,14,1:10.401,189.59581973091838,1
1850,93,13,7,13,17,10,10,10,1,56,78:16.901,4696680,15,8,1:32.484,199.37679270397044,1
1851,93,12,6,12,3,11,11,11,0,50,84:06.096,5046744,28,4,1:20.317,223.68123228816964,1
1852,93,20,10,20,13,12,12,12,0,65,89:58.911,5398934,29,9,1:28.815,216.89707180050087,1
1853,93,3,2,3,8,13,13,13,0,51,84:23.742,5063489,52,17,1:21.599,210.19650363214637,1
1854,93,19,10,19,15,14,14,14,0,58,78:16.770,4696392,22,13,1:15.360,192.0228720577821,1
1855,93,8,4,8,20,15,15,15,0,53,93:12.949,5592497,59,20,1:24.487,208.48863737561797,1
1856,93,10,5,10,5,16,16,16,0,52,93:04.747,5584396,24,16,1:25.198,216.06560071943483,1
1857,93,18,9,18,12,17,17,17,0,67,66:46.802,4006057,21,2,1:10.781,210.62901197449204,1
1858,93,14,7,14,5,18,18,18,0,66,82:04.822,4924567,16,15,1:15.848,230.6177586995639,1
1859,93,16,8,16,15,19,19,19,0,54,71:26.369,4286482,38,16,1:24.227,201.17510775878168,1
1860,93,9,5,9,15,20,20,20,0,53,67:03.687,4023898,39,7,1:18.440,214.78803630046409,1
1861,94,3,2,3,15,1,1,1,25,63,93:49.284,5629362,44,20,1:22.355,183.73954295662355,1
1862,94,5,3,5,3,2,2,2,18,69,90:05.494,5405001,54,14,1:19.326,177.14071892162883,1
1863,94,6,3,6,7,3,3,3,15,51,86:33.528,5193322,10,14,1:25.797,194.19896433431566,1
1864,94,2,1,2,11,4,4,4,12,56,74:35.923,4475026,34,9,1:26.286,179.34714603755884,1
1865,94,1,1,1,5,5,5,5,10,66,73:29.402,4409739,46,14,1:26.969,196.88554957065315,1
1866,94,4,2,4,8,6,6,6,8,56,81:37.332,4897773,55,19,1:25.458,185.12439840715794,1
1867,94,7,4,7,19,7,7,7,6,54,75:15.936,4515128,39,7,1:17.189,209.43693572727216,1
1868,94,11,6,11,17,8,8,8,4,53,93:50.443,5630402,25,5,1:21.648,219.9363257907764,1
1869,94,13,7,13,20,9,9,9,2,66,101:19.467,6079097,37,19,1:28.318,196.07530182774516,1
1870,94,20,10,20,1,10,10,10,1,67,83:56.882,5036670,45,15,1:22.293,186.7702422943696,1
1871,94,18,9,18,9,11,11,11,0,62,99:27.815,5967338,22,1,1:27.625,202.58865874509777,1
1872,94,9,5,9,6,12,12,12,0,66,75:27.862,4527561,26,1,1:23.422,193.27555171580937,1
1873,94,14,7,14,4,13,13,13,0,60,89:59.333,5399007,22,8,1:23.500,212.43787924415957,1
1874,94,15,8,15,19,14,14,14,0,58,77:01.970,4621163,40,10,1:22.877,209.5322701403963,1
1875,94,10,5,10,12,15,15,15,0,52,62:46.865,3766397,25,4,1:15.065,207.92182009719545,1
1876,94,17,9,17,8,16,16,16,0,67,87:00.760,5220758,27,18,1:15.124,201.81045130926879,1
1877,94,19,10,19,15,17,17,17,0,59,90:44.131,5444377,48,11,1:26.151,200.93757086606624,1
1878,94,12,6,12,12,18,18,18,0,54,62:43.966,3763808,13,11,1:13.693,188.78954386921728,1
1879,94,16,8,16,12,19,19,19,0,65,76:18.384,4578846,17,1,1:18.447,192.66076810943665,1
1880,94,8,4,8,9,20,20,20,0,58,77:14.537,4634884,58,15,1:13.873,196.56953093842773,1
1881,95,5,3,5,1,1,1,1,25,63,87:01.803,5221640,40,2,1:19.034,135.4620075043883,1
1882,95,1,1,1,12,2,2,2,18,68,87:32.636,5252057,27,15,1:23.892,210.9467632115366,1
1883,95,4,2,4,15,3,3,3,15,53,67:53.462,4073745,51,6,1:18.172,199.7342210425471,1
1884,95,6,3,6,11,4,4,4,12,63,74:34.741,4474545,46,19,1:29.089,183.04052971989069,1
1885,95,3,2,3,8,5,5,5,10,63,70:18.818,4218642,32,12,1:15.758,203.12016024235413,1
1886,95,12,6,12,13,6,6,6,8,56,83:50.906,5030410,19,1,1:18.742,202.254978761535,1
1887,95,17,9,17,13,7,7,7,6,65,73:10.527,4390405,53,18,1:21.240,194.04935987953334,1
1888,95,16,8,16,19,8,8,8,4,69,93:46.562,5626859,11,3,1:23.237,218.81738476546593,1
1889,95,2,1,2,6,9,9,9,2,68,87:22.552,5242587,45,7,1:19.291,179.96610198127178,1
1890,95,7,4,7,10,10,10,10,1,55,63:41.199,3821364,24,13,1:14.604,208.62294016976523,1
1891,95,11,6,11,1,11,11,11,0,64,85:43.390,5143346,33,18,1:14.009,217.32640729647525,1
1892,95,15,8,15,8,12,12,12,0,57,81:55.253,4915895,47,15,1:21.462,219.84504251510606,1
1893,95,19,10,19,12,13,13,13,0,69,90:01.928,5401140,12,8,1:18.086,198.64937149754766,1
1894,95,9,5,9,8,14,14,14,0,68,70:20.883,4220827,47,18,1:21.603,187.74699957045794,1
1895,95,14,7,14,5,15,15,15,0,53,68:54.168,4134136,54,13,1:21.110,204.81161515453184,1
1896,95,18,9,18,8,16,16,16,0,67,86:49.238,5209680,56,5,1:18.737,178.1172920159259,1
1897,95,20,10,20,12,17,17,17,0,54,76:02.691,4562838,49,11,1:22.333,218.9323989823449,1
1898,95,13,7,13,13,18,18,18,0,66,63:51.122,3831610,44,10,1:13.987,190.2974011580026,1
1899,95,10,5,10,7,19,19,19,0,65,72:45.346,4365666,46,17,1:17.969,215.7795503889755,1
1900,95,8,4,8,14,20,20,20,0,67,62:17.026,3737433,33,11,1:13.657,217.6748402355673,1
1901,96,5,3,5,20,1,1,1,25,55,71:55.625,4315090,55,4,1:19.091,204.9075252355817,1
1902,96,4,2,4,16,2,2,2,18,62,76:45.947,4605922,53,4,1:18.455,206.38643772145875,1
1903,96,6,3,6,12,3,3,3,15,69,81:54.913,4914860,21,16,1:15.920,204.83938336110808,1
1904,96,1,1,1,14,4,4,4,12,51,88:59.652,5339332,55,6,1:17.395,158.99255767278578,1
1905,96,10,5,10,2,5,5,5,10,67,87:38.089,5258172,51,6,1:17.823,229.62437220497756,1
1906,96,2,1,2,14,6,6,6,8,67,82:49.412,4969741,26,18,1:18.305,204.40426370289606,1
1907,96,12,6,12,7,7,7,7,6,60,73:04.781,4384784,51,19,1:22.359,206.04220942349775,1
1908,96,19,10,19,5,8,8,8,4,69,91:46.938,5506262,18,19,1:22.395,204.77142184577883,1
1909,96,8,4,8,1,9,9,9,2,69,92:41.873,5561414,24,11,1:23.675,237.23829756300347,1
1910,96,13,7,13,17,10,10,10,1,60,85:34.817,5134033,57,15,1:20.796,216.27785627077992,1
1911,96,9,5,9,11,11,11,11,0,66,75:38.736,4538304,20,7,1:18.903,190.2472185300284,1
1912,96,17,9,17,1,12,12,12,0,63,85:42.803,5142805,19,14,1:16.646,196.49736488721314,1
1913,96,15,8,15,5,13,13,13,0,60,79:27.931,4767654,22,8,1:13.902,196.31461053907785,1
1914,96,3,2,3,2,14,14,14,0,69,81:10.116,4870716,17,2,1:17.916,215.492512705503,1
1915,96,14,7,14,19,15,15,15,0,54,69:47.790,4187616,28,14,1:13.265,206.21952690028445,1
1916,96,18,9,18,7,16,16,16,0,59,74:03.030,4443834,52,3,1:22.204,220.77997276613144,1
1917,96,11,6,11,4,17,17,17,0,53,78:34.125,4714375,56,6,1:13.886,203.2195099517431,1
1918,96,16,8,16,15,18,18,18,0,68,77:55.989,4675194,47,8,1:16.284,200.7990096385675,1
1919,96,7,4,7,5,19,19,19,0,58,75:08.567,4508176,57,16,1:26.104,195.66156366780163,1
1920,96,20,10,20,10,20,20,20,0,55,76:35.463,4595434,34,12,1:17.131,190.19286806950635,1
1921,97,5,3,5,20,1,1,1,25,61,92:46.206,5566034,36,15,1:26.348,217.7327744222748,1
1922,97,6,3,6,15,2,2,2,18,56,85:12.026,5112520,30,13,1:19.950,201.63976437326664,1
1923,97,1,1,1,14,3,3,3,15,54,70:42.381,4242389,17,1,1:24.902,207.27209330983123,1
1924,97,3,2,3,7,4,4,4,12,69,74:16.145,4456522,54,11,1:24.333,171.2060367082958,1
1925,97,9,5,9,14,5,5,5,10,54,87:48.681,5268029,47,10,1:19.170,194.27221309534445,1
1926,97,12,6,12,7,6,6,6,8,51,64:48.262,3888372,26,13,1:14.313,203.72668735240129,1
1927,97,4,2,4,13,7,7,7,6,66,83:26.199,5006132,18,9,1:18.679,218.321501961938,1
1928,97,14,7,14,17,8,8,8,4,56,78:39.997,4719866,14,17,1:24.359,203.880420090116,1
1929,97,2,1,2,13,9,9,9,2,57,68:28.239,4108403,39,7,1:19.596,178.6648259482593,1
1930,97,7,4,7,10,10,10,10,1,54,63:12.346,3792182,13,15,1:14.396,211.28602702283814,1
1931,97,17,9,17,15,11,11,11,0,63,92:26.712,5546471,53,5,1:22.797,186.69731346427056,1
1932,97,15,8,15,18,12,12,12,0,53,80:31.833,4831871,36,1,1:23.671,166.52319125262323,1
1933,97,8,4,8,17,13,13,13,0,68,70:15.618,4215086,17,12,1:19.177,199.2234742268781,1
1934,97,20,10,20,13,14,14,14,0,55,90:17.503,5417052,31,14,1:22.718,228.43006570466187,1
1935,97,11,6,11,12,15,15,15,0,58,67:06.041,4026033,59,17,1:20.466,218.32657906877142,1
1936,97,18,9,18,17,16,16,16,0,61,76:18.621,4578361,40,12,1:20.638,201.63423852520438,1
1937,97,13,7,13,7,17,17,17,0,62,78:08.948,4688205,45,1,1:14.048,233.7982398986399,1
1938,97,10,5,10,3,18,18,18,0,59,69:44.673,4184078,31,4,1:13.223,198.2583798966337,1
1939,97,16,8,16,3,19,19,19,0,54,89:16.955,5356562,23,16,1:19.985,211.55856452170661,1
1940,97,19,10,19,10,20,20,20,0,53,77:13.489,4633401,44,9,1:22.908,209.3242786142103,1
1941,98,6,3,6,2,1,1,1,25,56,84:24.560,5064297,41,11,1:28.814,156.4078037351073,1
1942,98,1,1,1,20,2,2,2,18,52,99:59.351,5999463,43,5,1:26.196,222.814909235507,1
1943,98,5,3,5,18,3,3,3,15,65,86:55.896,5215074,17,2,1:20.727,173.4271285154548,1
1944,98,3,2,3,7,4,4,4,12,53,71:03.010,4263894,41,12,1:21.846,158.01171006654442,1
1945,98,4,2,4,10,5,5,5,10,58,64:34.449,3874785,49,1,1:09.819,191.84826810823566,1
1946,98,12,6,12,4,6,6,6,8,66,82:15.636,4935164,13,3,1:15.488,185.92375121608316,1
1947,98,2,1,2,15,7,7,7,6,69,77:16.231,4636071,53,13,1:16.302,234.26876018101143,1
1948,98,10,5,10,20,8,8,8,4,67,85:13.380,5113359,25,3,1:23.957,214.66435067095153,1
1949,98,15,8,15,5,9,9,9,2,68,100:01.393,6001557,21,8,1:28.317,197.59456121348467,1
1950,98,17,9,17,7,10,10,10,1,60,74:32.649,4472572,12,7,1:13.572,236.95320005884898,1
1951,98,11,6,11,13,11,11,11,0,61,75:09.546,4509776,47,19,1:21.554,218.71355259825313,1
1952,98,16,8,16,2,12,12,12,0,56,87:19.537,5239238,57,5,1:19.943,210.7015578257165,1
1953,98,9,5,9,2,13,13,13,0,59,73:51.055,4431461,38,5,1:23.657,193.66684470526712,1
1954,98,8,4,8,10,14,14,14,0,67,91:55.255,5515094,50,12,1:27.713,195.04785704164308,1
1955,98,19,10,19,14,15,15,15,0,57,72:57.054,4377410,23,11,1:19.670,236.29298334646154,1
1956,98,13,7,13,2,16,16,16,0,57,89:09.274,5349503,55,5,1:27.375,208.7403524414684,1
1957,98,14,7,14,14,17,17,17,0,54,69:06.193,4146994,16,16,1:11.650,205.4678220797058,1
1958,98,20,10,20,1,18,18,18,0,62,96:37.138,5797331,38,4,1:29.291,208.44287384390526,1
1959,98,7,4,7,8,19,19,19,0,66,75:35.772,4535417,11,12,1:22.260,167.2749970134495,1
1960,98,18,9,18,1,20,20,20,0,55,78:47.311,4727533,20,3,1:22.350,211.70140404916745,1
1961,99,2,1,2,1,1,1,1,25,50,84:36.166,5076288,25,17,1:18.111,194.48252469357402,1
1962,99,1,1,1,8,2,2,2,18,53,69:21.380,4161800,13,17,1:20.885,181.53141588557216,1
1963,99,5,3,5,18,3,3,3,15,63,83:04.055,4984786,28,7,1:20.859,199.5814412737064,1
1964,99,10,5,10,16,4,4,4,12,69,72:03.141,4323401,41,5,1:08.789,216.93566696390153,1
1965,99,9,5,9,13,5,5,5,10,69,59:56.635,3596073,54,4,1:07.124,205.14741892223705,1
1966,99,6,3,6,16,6,6,6,8,52,74:13.501,4453236,56,20,1:20.873,171.1995488429964,1
1967,99,8,4,8,17,7,7,7,6,58,83:34.853,5014929,54,16,1:23.290,223.11465424241786,1
1968,99,7,4,7,9,8,8,8,4,66,64:44.700,3884417,22,15,1:17.959,146.42439732000787,1
1969,99,13,7,13,8,9,9,9,2,51,65:04.086,3904655,19,5,1:08.280,236.0209039307867,1
1970,99,4,2,4,5,10,10,10,1,63,76:42.784,4602905,21,20,1:13.395,177.04014209991914,1
1971,99,16,8,16,15,11,11,11,0,60,61:49.201,3709687,27,2,1:12.934,178.7352306277585,1
1972,99,15,8,15,2,12,12,12,0,51,82:36.214,4956982,56,11,1:18.796,212.19997340075415,1
1973,99,18,9,18,15,13,13,13,0,63,78:22.242,4702596,26,20,1:21.925,216.24388250907583,1
1974,99,17,9,17,12,14,14,14,0,50,71:12.185,4272290,21,6,1:16.815,197.45284663757778,1
1975,99,20,10,20,5,15,15,15,0,52,76:44.050,4604238,36,5,1:28.980,224.8764443275351,1
1976,99,19,10,19,4,16,16,16,0,51,89:32.059,5372833,18,5,1:32.099,192.823472581129,1
1977,99,12,6,12,19,17,17,17,0,52,69:24.574,4164835,59,6,1:17.517,235.89631053383562,1
1978,99,3,2,3,1,18,18,18,0,55,75:57.307,4557915,23,11,1:19.897,228.06722314746176,1
1979,99,11,6,11,7,19,19,19,0,55,85:11.834,5111958,18,14,1:22.371,196.02428037542936,1
1980,99,14,7,14,3,20,20,20,0,52,71:06.529,4266892,54,1,1:16.484,168.4430218892701,1
1981,100,6,3,6,8,1,1,1,25,68,72:24.712,4344435,58,13,1:23.897,207.9152360851614,1
1982,100,4,2,4,4,2,2,2,18,53,55:50.755,3350319,10,11,1:05.598,207.71384894350365,1
1983,100,1,1,1,4,3,3,3,15,65,91:01.622,5461248,46,5,1:19.910,215.05694365063218,1
1984,100,7,4,7,17,4,4,4,12,63,85:36.613,5136260,51,16,1:24.369,187.73974358375355,1
1985,100,5,3,5,4,5,5,5,10,69,80:39.364,4839718,13,4,1:14.934,187.42233915313645,1
1986,100,12,6,12,19,6,6,6,8,60,72:19.480,4339178,18,5,1:17.784,207.43629638694273,1
1987,100,15,8,15,11,7,7,7,6,62,84:48.670,5088808,22,6,1:22.537,226.00088804962522,1
1988,100,2,1,2,5,8,8,8,4,61,68:00.995,4080265,37,18,1:11.450,207.58299490074407,1
1989,100,18,9,18,19,9,9,9,2,53,93:55.975,5635058,35,13,1:25.828,202.91517278655314,1
1990,100,14,7,14,12,10,10,10,1,64,76:44.993,4604768,38,9,1:19.333,182.79995049755397,1
1991,100,10,5,10,17,11,11,11,0,62,78:14.915,4694976,26,19,1:26.986,192.88906657618588,1
1992,100,3,2,3,14,12,12,12,0,61,73:24.910,4404073,47,20,1:24.853,199.6565712282358,1
1993,100,11,6,11,6,13,13,13,0,60,91:47.690,5507091,25,8,1:23.444,209.97244608286002,1
1994,100,17,9,17,3,14,14,14,0,58,87:36.726,5256430,49,11,1:23.942,176.77572374436312,1
1995,100,8,4,8,14,15,15,15,0,66,90:05.321,5405931,40,19,1:20.991,206.6773699888298,1
1996,100,13,7,13,10,16,16,16,0,58,71:01.442,4261526,49,7,1:14.149,193.16108376337496,1
1997,100,16,8,16,9,17,17,17,0,68,78:56.616,4736555,11,19,1:21.527,188.49218241325707,1
1998,100,19,10,19,14,18,18,18,0,50,70:43.974,4243740,59,9,1:23.277,184.80696478333243,1
1999,100,9,5,9,4,19,19,19,0,56,82:31.596,4951123,16,4,1:22.587,193.83092770828262,1
2000,100,20,10,20,3,20,20,20,0,58,81:39.964,4899985,57,8,1:11.510,234.9411828910703,1
2001,101,1,1,1,5,1,1,1,25,57,77:09.522,4629958,33,20,1:17.508,241.45197081525038,1
2002,101,2,1,2,8,2,2,2,18,60,71:27.169,4287551,29,9,1:16.814,197.85536657374305,1
2003,101,5,3,5,17,3,3,3,15,57,84:02.059,5042510,38,19,1:18.990,217.5805979825379,1
2004,101,4,2,4,4,4,4,4,12,54,64:18.086,3858463,48,5,1:17.755,179.0211787711524,1
2005,101,7,4,7,16,5,5,5,10,67,89:01.969,5341698,24,10,1:24.416,208.70879853461858,1
2006,101,3,2,3,8,6,6,6,8,52,88:12.724,5292780,28,14,1:21.650,216.06306396999096,1
2007,101,17,9,17,18,7,7,7,6,59,76:05.687,4565987,49,6,1:16.477,187.90649636736163,1
2008,101,11,6,11,1,8,8,8,4,51,87:14.908,5234473,11,11,1:24.812,173.07195602057308,1
2009,101,14,7,14,15,9,9,9,2,52,73:03.641,4383272,17,8,1:18.426,179.06242994447,1
2010,101,12,6,12,7,10,10,10,1,69,61:56.219,3716190,22,2,1:08.031,231.29748795864347,1
2011,101,15,8,15,13,11,11,11,0,54,79:05.982,4745576,16,17,1:16.987,187.99960836692077,1
2012,101,10,5,10,2,12,12,12,0,67,81:06.041,4866998,42,14,1:26.570,223.76123752502122,1
2013,101,8,4,8,3,13,13,13,0,56,92:56.127,5576988,44,17,1:31.782,243.46540855040558,1
2014,101,18,9,18,20,14,14,14,0,51,84:47.102,5087947,16,10,1:24.683,233.47916219332112,1
2015,101,6,3,6,6,15,15,15,0,69,85:16.922,5116739,17,5,1:16.194,218.56654573918453,1
2016,101,16,8,16,4,16,16,16,0,61,81:30.023,4890613,21,17,1:25.021,208.90793544228572,1
2017,101,13,7,13,10,17,17,17,0,68,85:37.793,5137913,35,11,1:17.275,208.72196385195946,1
2018,101,9,5,9,7,18,18,18,0,51,73:31.095,4411590,30,7,1:14.583,180.06563179716704,1
2019,101,20,10,20,20,19,19,19,0,53,71:02.472,4262067,50,5,1:14.636,201.69031794693916,1
2020,101,19,10,19,18,20,20,20,0,55,72:08.904,4328852,20,14,1:20.631,222.74322472116688,1
2021,102,4,2,4,17,1,1,1,25,50,85:52.842,5152210,15,9,1:19.435,209.3861558483979,1
2022,102,6,3,6,19,2,2,2,18,62,91:06.652,5466728,41,4,1:29.264,200.5910088278819,1
2023,102,1,1,1,2,3,3,3,15,62,85:02.607,5102019,52,2,1:15.768,175.79600308814508,1
2024,102,11,6,11,7,4,4,4,12,50,86:42.136,5202773,39,18,1:25.823,189.22444452122883,1
2025,102,10,5,10,18,5,5,5,10,64,73:48.000,4428274,55,18,1:17.786,165.5729206561191,1
